Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi,Mjesec
Zlatko Komadina,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_komadine_minis,2011,,,,,,,,,0,0,
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-01-17,2015-01-17,Vukovar,1,ne,300,0,0,300,150,1
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-01-27,2015-01-27,Zadar,3,ne,600,0,0,600,150,1
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-03-10,2015-03-11,Dubrovnik,2,ne,900,1001,0,1901,633.6666667,3
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-03-18,2015-03-18,Vukovar,3,ne,600,0,289.5,889.5,222.375,3
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-03-30,2015-03-30,Vodice,3,ne,600,0,0,600,150,3
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-04-02,2015-04-02,Dubrovnik,0,ne,3927.5,0,0,3927.5,3927.5,4
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-05-05,2015-05-05,Gređani,3,ne,600,0,0,600,150,5
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-05-19,2015-05-19,Benkovac,3,ne,600,0,0,600,150,5
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-05-28,2015-05-28,Varaždin,1,ne,150,0,0,150,75,5
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-10,2015-06-10,Metković,3,ne,600,0,0,600,150,6
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-12,2015-06-12,Petrinja,2,ne,450,0,0,450,150,6
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-19,2015-06-19,Popovača,3,ne,0,0,0,0,0,6
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-21,2015-06-21,Sisak,3,ne,0,0,0,0,0,6
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-06-30,2015-06-30,Vukovar,2,ne,450,0,0,450,150,6
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-07-03,2015-07-03,Knin,2,ne,450,0,0,450,150,7
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-07-08,2015-07-12,Dubrovnik,1,ne,900,12229,0,13129,6564.5,7
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-07-14,2015-07-14,Petrinja,3,ne,525,0,0,525,131.25,7
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-07-15,2015-07-15,Tenja,3,ne,600,0,0,600,150,7
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-07-21,2015-07-21,Škabrnja,3,ne,600,0,0,600,150,7
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-07-24,2015-07-24,Savudrija,3,ne,600,0,0,600,150,7
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-08-04,2015-08-05,Petrinja,3,ne,1200,820,0,2020,505,8
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-08-19,2015-08-19,Pula,1,ne,300,0,0,300,150,8
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-08-24,2015-08-24,Vukovar,3,ne,600,0,0,600,150,8
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-08-22,2015-08-22,Žarovnica,2,ne,225,0,0,225,75,8
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-02,2015-09-02,Savudrija,3,ne,600,0,0,600,150,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-07,2015-09-07,Podravska Moslavina,3,ne,0,0,0,0,0,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-11,2015-09-12,Primošten,2,ne,180,3000,0,3180,1060,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-15,2015-09-15,Lipik,3,ne,525,0,0,525,131.25,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-21,2015-09-21,Selce,3,ne,600,0,0,600,150,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-23,2015-09-23,Vukovar,3,ne,600,0,0,600,150,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-25,2015-09-25,Tenja,3,ne,600,0,0,600,150,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-26,2015-09-26,Petrinja,3,ne,600,0,0,600,150,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-28,2015-09-28,Zadar,3,ne,600,0,0,600,150,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-29,2015-09-29,Mohovo,3,ne,0,0,0,0,0,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-09-30,2015-09-30,Voćin,3,ne,600,0,0,600,150,9
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-10-02,2015-10-02,Vukovar,1,ne,300,0,0,300,150,10
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-10-05,2015-10-05,Petrinja,3,ne,240,0,0,240,60,10
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-10-06,2015-10-06,Biograd,3,ne,600,0,0,600,150,10
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-10-07,2015-10-07,Belišće,3,ne,600,0,0,600,150,10
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-10-19,2015-10-19,Škabrnja,3,ne,600,0,0,600,150,10
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-10-21,2015-10-21,Slavonski Brod,1,ne,300,0,0,300,150,10
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-10-29,2015-10-29,Đakovo,2,ne,450,0,0,450,150,10
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-11-07,2015-11-07,Požega,3,ne,600,0,0,600,150,11
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-11-10,2015-11-10,Mikluševci,3,ne,600,0,0,600,150,11
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-11-18,2015-11-18,Vukovar,3,ne,450,0,0,450,112.5,11
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-11-19,2015-11-19,Osijek,3,ne,600,0,0,600,150,11
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-11-28,2015-11-28,Topusko,3,ne,600,0,0,600,150,11
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-11-30,2015-11-30,Vukovar,3,ne,600,0,0,600,150,11
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-12-01,2015-12-01,Glina,3,ne,600,0,0,600,150,12
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-12-11,2015-12-11,Moštanica,3,ne,600,0,0,600,150,12
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-12-23,2015-12-23,Petrinja,3,ne,600,0,0,600,150,12
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-12-28,2015-12-28,Zadar,3,ne,600,0,0,600,150,12
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-05-07,2015-05-09,"Poljska, Krakow",1,ne,2253.5,4268,0,6521.5,3260.75,5
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-04-23,2015-05-01,Turska,3,ne,48139.61,40769.35,6440.74,95349.7,23837.425,4
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-07-06,2015-07-06,Sarajevo,1,ne,458,0,0,458,229,7
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2015,2015-08-31,2015-09-01,Bled,1,ne,377.62,2215.11,0,2592.73,1296.365,8
Predrag Matić,Ministarstvo hrvatskih branitelja,http://imamopravoznati.org/request/putni_troskovi_za_matica_ministr,2016,,,,,,,,,0,0,
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2011,,,,,,,,,0,0,
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-04-02,2012-04-02,BJELOVAR,1,ne,170,0,0,170,85,4
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-02-14,2012-02-16,OPATIJA,2,ne,255,0,0,255,85,2
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-02-11,2012-02-11,TOPUSKO,1,ne,170,0,0,170,85,2
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-03-09,2012-03-09,SL.BROD,0,ne,170,0,0,170,170,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-03-17,2012-03-18,DUBROVNIK,1,ne,170,475.5,0,645.5,322.75,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-03-21,2012-03-21,IČIĆI,0,ne,85,0,0,85,85,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-04-28,2012-05-02,IVANIĆ GRAD,0,ne,850,0,0,850,850,4
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-25,2012-05-29,SPLIT,0,ne,1600,0,0,1600,1600,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-04-05,2012-04-05,UMAG,0,ne,170,0,0,170,170,4
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-18,2012-05-22,SL.BROD,0,ne,340,0,0,340,340,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-21,2012-05-22,OPATIJA,2,ne,765,1332,0,2097,699,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-10,2012-05-11,RIJEKA,0,ne,170,0,0,170,170,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-29,2012-05-29,VARAŽDIN,0,ne,85,0,0,85,85,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-28,2012-05-28,SL.BROD,0,ne,340,0,0,340,340,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-24,2012-05-24,JAGODNJAK,0,ne,85,0,0,85,85,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-07,2012-06-08,DUBROVNIK,0,ne,170,0,0,170,170,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-01-06,2012-01-06,KUTJEVO,0,ne,85,0,0,85,85,1
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-08,2012-06-10,SL.BROD,0,ne,425,0,0,425,425,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-31,2012-05-31,SISAK,0,ne,170,0,0,170,170,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-15,2012-06-16,ZMAJEVAC,1,ne,340,0,0,340,170,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-16,2012-06-16,TINJAN,0,ne,85,0,0,85,85,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-27,2012-06-27,ŽUPANJA,0,ne,170,0,0,170,170,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-29,2012-06-29,SL.BROD,0,ne,425,0,0,425,425,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-07-12,2012-07-15,UMAG,0,ne,680,3282,0,3962,3962,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-07-09,2012-07-11,DUBROVNIK,1,ne,2964,9002.63,0,11966.63,5983.315,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-07-05,2012-07-07,Slavonski Brod,1,ne,1020,0,0,1020,510,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-07-20,2012-07-23,Slavonski Brod,1,ne,510,0,0,510,255,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-08-21,2012-08-21,GAREŠNICA,0,ne,150,0,0,150,150,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-07-17,2012-07-19,VIŽINADA,0,ne,375,0,0,375,375,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-08-02,2012-08-07,KALI,0,ne,675,2004,0,2679,2679,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-07-27,2012-07-27,KUMROVAC,0,ne,170,0,0,170,170,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-07-26,2012-07-26,M.MIHOLJEVAC,0,ne,85,0,0,85,85,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-08-24,2012-08-26,SL.BROD,0,ne,375,0,0,375,375,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-08-30,2012-09-03,SL.BROD,0,ne,450,0,0,450,450,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-09-07,2012-09-09,GUDOVEC,0,ne,375,0,0,375,375,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-09-12,2012-09-13,ZADAR,1,ne,600,0,0,600,300,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-09-15,2012-09-16,RETKOVCI,0,ne,300,0,0,300,300,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-02-10,2012-02-10,VARAŽDIN,0,ne,75,0,0,75,75,2
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-09-28,2012-09-30,OPUZEN,1,ne,750,2214,0,2964,1482,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-09-21,2012-09-22,TURNOVAC,0,ne,150,0,0,150,150,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-10,2012-05-10,DARDA,0,ne,150,0,0,150,150,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-10,2012-06-10,GOSPIĆ,0,ne,300,0,0,300,300,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-10-12,2012-10-13,VUKOVAR,0,ne,150,0,0,150,150,10
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-09-11,2012-09-11,SL.BROD,0,ne,75,0,0,75,75,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-11-17,2012-11-18,SL.BROD,0,ne,225,0,0,225,225,11
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-11-02,2012-11-04,SL.BROD,0,ne,300,0,0,300,300,11
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-10-20,2012-10-20,TINJAN,0,ne,150,0,0,150,150,10
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-14,2012-05-17,IZRAEL,3,ne,30343.2,8705.28,0,39048.48,9762.12,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-08-28,2012-08-29,BIH,2,ne,937.17,0,0,937.17,312.39,8
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-17,2012-06-18,LUXEMBURG,1,ne,19391.93,1112.15,0,20504.08,10252.04,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-03-19,2012-03-20,BELGIJA,0,ne,6418.5,0,1097.39,7515.89,7515.89,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-03-12,2012-03-14,FRANCUSKA,1,ne,2144.8,18930,0,21074.8,10537.4,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-06-03,2012-06-05,DANSKA,2,ne,17019.1,0,0,17019.1,5673.033333,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-05-11,2012-05-12,NOVI SAD,1,ne,1146.15,0,0,1146.15,573.075,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-10-28,2012-10-31,POLJSKA,1,ne,2452.02,1746.38,0,4198.4,2099.2,10
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-12-17,2012-12-19,BELGIJA,1,ne,1069.6,3330.99,0,4400.59,2200.295,12
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis_2,2012,2012-11-15,2012-11-17,KOSOVO,3,ne,8944.05,8991.52,0,17935.57,4483.8925,11
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-01-07,2015-01-09,LASTOVO,1,ne,600,1702,0,2302,1151,1
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-01-16,2015-01-18,"BERLIN, NJEMAČKA",2,ne,12009.69,0,0,12009.69,4003.23,1
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-06-15,2015-06-17,LUXEMBURG,1,ne,7346.59,2513.94,0,9860.53,4930.265,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-07-05,2015-07-06,"Brčko, Bosna i Hercegovina",1,ne,457.8,903.16,0,1360.96,680.48,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-09-07,2015-09-07,"BRUXELLES, BELGIJA",1,ne,14986.72,0,0,14986.72,7493.36,9
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-07-13,2015-07-13,"BRUXELLES,BELGIJA",1,ne,7988.8,0,0,7988.8,3994.4,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-02-06,2015-02-07,REŠETARI,1,ne,450,0,0,450,225,2
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-02-17,2015-02-17,ŽUPANJA,0,ne,75,0,0,75,75,2
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-03-03,2015-03-03,RAB,0,ne,75,0,0,75,75,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-03-26,2015-03-27,TROGIR,1,ne,300,0,0,300,150,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-03-27,2015-03-28,TUHELJ,0,ne,150,497,0,647,647,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-03-30,2015-03-31,ČAKOVEC,0,ne,300,0,0,300,300,3
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-04-01,2015-04-01,PULA,0,ne,75,0,0,75,75,4
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-04-16,2015-04-18,ZADAR,1,ne,450,0,0,450,225,4
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-05-06,2015-05-08,OPATIJA,0,ne,375,0,0,375,375,5
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-06-12,2015-06-14,VUKOVAR,0,ne,450,0,0,450,450,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-06-26,2015-06-27,BIOGRAD,1,ne,300,1094,0,1394,697,6
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-07-03,2015-07-04,OSIJEK,1,ne,300,0,0,300,150,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-07-15,2015-07-16,KOMIŽA,1,ne,300,0,0,300,150,7
Tihomir Jakovina,Ministarstvo poljoprivrede,http://imamopravoznati.org/request/putni_troskovi_za_jakovine_minis,2015,2015-07-24,2015-07-27,POREČ,1,ne,1050,2595,0,3645,1822.5,7
