Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi,Mjesec
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bruxelles,0,da,799.56,0,0,799.56,799.56,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Rim,4,ne,25353.48,7946.64,0,33300.12,6660.024,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Munchen,0,ne,4495.97,2362.29,0,6858.26,6858.26,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Berlin,0,ne,532.2,0,0,532.2,532.2,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Frankfurt,0,ne,5957.94,0,0,5957.94,5957.94,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Ljubljana,5,ne,2260.28,0,0,2260.28,376.7133333,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Beč,2,ne,7683.07,6096.34,0,13779.41,4593.136667,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Sveta Stolica,0,da,524.84,0,0,524.84,524.84,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Eisenstadt,2,ne,4423.3,2058.42,0,6481.72,2160.573333,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bruxelles,0,ne,524.84,0,0,524.84,524.84,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Berlin,3,ne,26339.42,4619.01,0,30958.43,7739.6075,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Split,2,ne,1641.25,1191.25,0,2832.5,944.1666667,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bonn,0,ne,5046.03,0,0,5046.03,5046.03,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Luksemburg,4,ne,23144.64,11464.96,0,34609.6,6921.92,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bratislava,3,ne,5572.3,1056.36,0,6628.66,1657.165,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Vitez,0,ne,507.11,282.59,0,789.7,789.7,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Munchen,0,da,261.94,0,0,261.94,261.94,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Washington,2,ne,69362.56,0,0,69362.56,23120.85333,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Prag,3,ne,17159.37,0,0,17159.37,4289.8425,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Varšava,3,ne,34343.3,0,0,34343.3,8585.825,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Dubrovnik,2,ne,6789.46,2919.46,0,9708.92,3236.306667,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bruxelles,3,da,17199.13,5214.46,0,22413.59,5603.3975,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bruxelles,3,ne,19589.24,15845.58,0,35434.82,8858.705,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Tel Aviv,2,ne,70631.74,3214.17,0,73845.91,24615.30333,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Hamburg,1,ne,1931.25,883.29,0,2814.54,1407.27,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Wachau,3,ne,1054.2,0,0,1054.2,263.55,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Banja Luka,3,ne,902.51,0,0,902.51,225.6275,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Splitsko-dalmatinska županija,0,ne,150,0,0,150,150,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Split,1,ne,225,0,0,225,112.5,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Pariz,2,da,787.52,0,0,787.52,262.5066667,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Varšava,2,da,16822.97,0,0,16822.97,5607.656667,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Dubrovnik,0,ne,2171.58,2021.58,0,4193.16,4193.16,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Subotica,2,ne,487.44,0,0,487.44,162.48,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Sinj,0,ne,150,0,0,150,150,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Knin,2,ne,908,0,0,908,302.6666667,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Dubrovnik,2,ne,10094.32,6904.32,0,16998.64,5666.213333,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bila,1,ne,300,0,0,300,150,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Sinj,1,ne,300,0,0,300,150,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Split,1,ne,7784.35,0,0,7784.35,3892.175,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Split,2,ne,24758.82,5129.2,0,29888.02,9962.673333,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Split,0,ne,150,0,0,150,150,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,New York,3,ne,189013.93,96326.97,0,285340.9,71335.225,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Bruxelles,2,da,1012.62,0,0,1012.62,337.54,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,"Stolac, Bosna i Hercegovina",1,ne,300,0,0,300,150,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Cadenabbia,0,ne,787.61,0,0,787.61,787.61,
Miro Kovač ,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_kovaca_ministr,2016,,,Luksemburg,4,ne,8102.92,4051.71,0,12154.63,2430.926,
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2016,,,,,,,,,0,0,
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,,,Luksemburg,0,ne,0,0,0,0,0,
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-07-04,2017-07-05,Pariz,1,ne,16555.21,3723.66,0,20278.87,10139.435,7
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-07-06,2017-07-07,Sarajevo,0,ne,2141.04,0,0,2141.04,2141.04,7
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-07-09,2017-07-10,Budimpešta,4,ne,4148.21,2296.73,0,6444.94,1288.988,7
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-07-12,2017-07-13,Trst,2,ne,3183.36,1628.17,0,4811.53,1603.843333,7
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-07-16,2017-07-17,Bruxelles,3,ne,7608.87,5459.57,0,13068.44,3267.11,7
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-06-29,2017-07-01,Dubrovnik,1,ne,4740.7,3428.2,0,8168.9,4084.45,6
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-07-03,2017-07-03,Požega,0,ne,75,0,0,75,75,7
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-08-04,2017-08-05,Knin,0,ne,1257,1107,0,2364,2364,8
Marija Pejčinović Burić,Ministarstvo vanjskih i europskih poslova,http://imamopravoznati.org/request/putni_troskovi_za_pejcinovic_bur,2017,2017-08-14,2017-08-15,Split,0,ne,150,0,0,150,150,8
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-02-19,2014-02-19,Koprivnica,7,ne,539,0,0,539,67.375,2
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-03-05,2014-03-05,Rijeka,6,ne,375,0,0,375,53.57142857,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-04-10,2014-04-10,Umag,1,ne,150,0,0,150,75,4
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-05-15,2014-05-15,Zadar,4,ne,750,0,0,750,150,5
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-05-19,2014-05-20,Čapljina,3,,823.44,5540,0,6363.44,1590.86,5
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-05-26,2014-05-26,Rijeka,2,,150,0,0,150,50,5
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-06-11,2014-06-11,Županja,2,,300,0,0,300,100,6
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-06-16,2014-06-16,Čakovec,2,,150,0,0,150,50,6
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-06-20,2014-06-20,Split,3,,450,0,0,450,112.5,6
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-08-04,2014-08-05,Knin,2,,860,2094,0,2954,984.6666667,8
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-09-12,2014-09-12,Osijek,8,,1550,0,0,1550,172.2222222,9
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-09-19,2014-09-19,Varaždin,6,,900,0,0,900,128.5714286,9
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-09-23,2014-09-23,Rijeka,7,,1050,0,0,1050,131.25,9
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-09-25,2014-09-26,Dubrovnik,3,,3937.5,5221.2,0,9158.7,2289.675,9
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-17,2014-10-17,Rovinj,2,,300,0,0,300,100,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-20,2014-10-20,Požega,3,,225,0,0,225,56.25,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-21,2014-10-21,Split,5,,750,0,0,750,125,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-22,2014-10-22,Rijeka,6,,450,0,0,450,64.28571429,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-29,2014-10-29,Osijek,7,,1050,0,0,1050,131.25,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-11-04,2014-11-04,Pula,7,,1050,0,0,1050,131.25,11
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-11-11,2014-11-11,Opatija,3,,225,0,0,225,56.25,11
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-11-13,2014-11-13,Tuhelj,5,,375,0,0,375,62.5,11
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-12-01,2014-12-01,Varaždin,6,,450,0,0,450,64.28571429,12
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-12-04,2014-12-04,Dubrovnik,6,,3802.5,1902,0,5704.5,814.9285714,12
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-12-16,2014-12-16,Zadar,7,,1050,0,0,1050,131.25,12
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-12-22,2014-12-22,Slavonski Brod,2,,150,0,0,150,50,12
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-02-27,2014-02-28,Belgija,1,,1017.4,3015,0,4032.4,2016.2,2
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-03-09,2014-03-10,Belgija,4,,25330.01,6963,0,32293.01,6458.602,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-04-25,2014-04-30,Grčka,1,,7757.7,3498.55,0,11256.25,5628.125,4
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-06-08,2014-06-10,Švicarska,2,,12325.52,19200,0,31525.52,10508.50667,6
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-06-18,2014-06-19,Luxemburg,1,,13153,3888.75,0,17041.75,8520.875,6
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-07-10,2014-07-10,Belgija,2,,12120.6,0,1500.07,13620.67,4540.223333,7
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-07-16,2014-07-18,Italija,1,,13988.2,2891.7,0,16879.9,8439.95,7
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-07-23,2014-07-25,Španjolska,2,,15587,6000,0,21587,7195.666667,7
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-09-02,2014-09-04,Poljska,3,,3988.4,0,854.99,4843.39,1210.8475,9
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-09-17,2014-09-18,Litva,1,,614.8,0,0,614.8,307.4,9
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-05,2014-10-08,Norveška,2,,30809.75,11354.4,0,42164.15,14054.71667,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-13,2014-10-13,Slovenija,8,,3084,0,0,3084,342.6666667,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-10-15,2014-10-16,Luxemburg,1,,12246.4,2543.48,0,14789.88,7394.94,10
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-11-24,2014-11-26,Bugarska,3,,14737.6,0,0,14737.6,3684.4,11
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr_2,2014,2014-12-10,2014-12-11,Belgija,2,,17441.27,2763.04,0,20204.31,6734.77,12
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-01-13,2015-01-13,Pula,7,ne,1462,0,0,1462,182.75,1
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-01-16,2015-01-16,Križevci,9,ne,615,0,0,615,61.5,1
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-01-20,2015-01-20,Osijek,7,ne,1632,0,0,1632,204,1
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-01-26,2015-01-27,Split,7,ne,1600,4571,0,6171,771.375,1
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-02-06,2015-02-06,Požega,4,ne,600,0,0,600,120,2
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-02-27,2015-02-27,Vinkovci,7,ne,1283,0,0,1283,160.375,2
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-02,2015-03-02,Čakovec,5,ne,750,0,0,750,125,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-03,2015-03-03,Poreč,3,ne,450,0,0,450,112.5,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-04,2015-03-04,Rijeka,7,ne,919,0,0,919,114.875,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-05,2015-03-05,Osijek,7,ne,1642,0,0,1642,205.25,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-06,2015-03-06,Krapina,7,ne,600,0,0,600,75,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-10,2015-03-10,Koprivnica,7,ne,705,0,0,705,88.125,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-12,2015-03-12,Varaždin,7,ne,1184,0,0,1184,148,3
Mirando Mrsić,Ministarstvo rada i mirovinskoga sustava,http://imamopravoznati.org/request/putni_troskovi_za_mrsica_ministr,2015,2015-03-13,2015-03-14,Split,7,ne,2796,3524.17,0,6320.17,790.02125,3
